cust_id,age,income,region,account_type,loan_type,account_open_date,balance,days_past_due,monthly_payment,credit_limit,status,bucket,risk_flag,risk_level,vintage_days,utilization,collection_strategy
837,43,46271,East,Current,Mortgage,2020-11-30,599770,0,41716,322678,Current,Current,good,low,1970,1.8587260364821896,Soft
838,61,93114,North,Credit Card,Auto Loan,2021-07-06,638761,70,37673,225868,Charged-off,60-90,bad,High,1752,2.8280278746878706,Aggressive
839,33,191784,South,Credit Card,Personal Loan,2024-12-29,752093,50,44113,36984,Delinquent,30-60,good,medium,480,20.335631624486265,Soft
840,48,154728,East,Savings,Personal Loan,2022-07-08,629422,70,31143,181697,Charged-off,60-90,bad,High,1385,3.464129842540053,Aggressive
841,48,60219,East,Credit Card,Auto Loan,2023-12-06,459957,20,20410,499052,Delinquent,0-30,good,low,869,0.9216614701473995,Soft
842,39,174111,North,Credit Card,Personal Loan,2020-10-22,390085,0,32140,289129,Current,Current,good,low,2009,1.3491728605570523,Soft
843,57,185531,East,Current,Auto Loan,2018-05-30,198064,10,21132,270059,Delinquent,0-30,good,low,2885,0.7334101066803921,Soft
844,51,76380,South,Savings,Credit Card,2024-03-27,10720,0,10355,321257,Current,Current,good,low,757,0.03336892270051703,Soft
845,62,177242,North,Loan,Auto Loan,2017-01-31,142453,35,4469,90042,Delinquent,30-60,good,medium,3369,1.582072810466227,Soft
846,59,36039,North,Current,Personal Loan,2024-03-26,226771,35,14021,39421,Delinquent,30-60,good,medium,758,5.752543060805155,Soft
847,37,74083,East,Credit Card,Personal Loan,2021-03-26,695613,20,22644,305449,Delinquent,0-30,good,low,1854,2.2773458089566505,Soft
848,48,45269,South,Credit Card,Auto Loan,2019-09-26,194354,0,18124,181398,Current,Current,good,low,2401,1.0714230586886295,Soft
849,24,197376,North,Loan,Auto Loan,2021-01-19,704079,120,48133,456846,Charged-off,90+,bad,High,1920,1.5411736121143669,Aggressive
850,26,137302,South,Savings,Credit Card,2017-12-12,480047,20,16358,365433,Delinquent,0-30,good,low,3054,1.313638888660849,Soft
851,39,122467,East,Savings,Mortgage,2018-08-21,148866,20,46715,301850,Delinquent,0-30,good,low,2802,0.4931787311578599,Soft
852,43,27876,North,Loan,Personal Loan,2021-08-19,343698,10,41234,145533,Delinquent,0-30,good,low,1708,2.3616499350662736,Soft
853,60,89530,South,Current,Credit Card,2023-10-13,667526,35,21495,404929,Delinquent,30-60,good,medium,923,1.6485013422106098,Soft
854,62,147578,North,Current,Personal Loan,2019-12-20,252209,120,38118,407776,Charged-off,90+,bad,High,2316,0.6184988817389939,Aggressive
855,26,106237,North,Current,Credit Card,2022-11-08,643317,95,1874,240108,Charged-off,90+,bad,High,1262,2.679281823179569,Aggressive
856,44,62718,North,Credit Card,Personal Loan,2023-04-12,322097,0,45137,385654,Current,Current,good,low,1107,0.835196834468202,Soft
857,42,157974,East,Credit Card,Mortgage,2017-09-21,12079,10,8840,80008,Delinquent,0-30,good,low,3136,0.15097240275972404,Soft
858,41,90708,West,Current,Mortgage,2018-10-03,190236,70,15066,50105,Charged-off,60-90,bad,High,2759,3.7967468316535276,Aggressive
859,34,153799,North,Current,Credit Card,2020-07-30,648017,0,22489,52904,Current,Current,good,low,2093,12.24892257674278,Soft
860,44,34309,East,Credit Card,Credit Card,2019-03-31,545236,50,29002,301939,Delinquent,30-60,good,medium,2580,1.805781962581846,Soft
861,45,180408,North,Current,Auto Loan,2022-02-18,360597,50,26263,162751,Delinquent,30-60,good,medium,1525,2.2156361558454325,Soft
862,37,119056,East,Savings,Mortgage,2021-10-22,697203,0,9130,90691,Current,Current,good,low,1644,7.687675734086072,Soft
863,55,137000,North,Savings,Personal Loan,2018-01-11,143339,0,46618,183745,Current,Current,good,low,3024,0.780097417616806,Soft
864,37,195387,North,Credit Card,Credit Card,2021-07-25,312168,20,15231,179995,Delinquent,0-30,good,low,1733,1.7343148420789467,Soft
865,48,152795,East,Credit Card,Credit Card,2018-01-26,685470,0,25248,284021,Current,Current,good,low,3009,2.4134483013579984,Soft
866,22,183760,West,Loan,Personal Loan,2022-10-03,488529,35,49978,432565,Delinquent,30-60,good,medium,1298,1.1293770878365101,Soft
867,54,112291,South,Credit Card,Mortgage,2017-02-10,315009,120,47197,267478,Charged-off,90+,bad,High,3359,1.177700595936862,Aggressive
868,21,131802,East,Loan,Credit Card,2021-10-25,520416,35,12214,341615,Delinquent,30-60,good,medium,1641,1.5233991481638687,Soft
869,23,100579,West,Loan,Credit Card,2018-06-18,242703,10,5485,165071,Delinquent,0-30,good,low,2866,1.470294600505237,Soft
870,42,188702,North,Credit Card,Credit Card,2019-12-26,287958,10,8318,483344,Delinquent,0-30,good,low,2310,0.5957620245622166,Soft
871,62,170558,North,Savings,Mortgage,2024-07-13,715656,20,16449,323195,Delinquent,0-30,good,low,649,2.214316434350779,Soft
872,24,58598,South,Current,Mortgage,2019-11-07,425444,0,27648,440905,Current,Current,good,low,2359,0.96493348907361,Soft
873,35,154790,West,Credit Card,Mortgage,2017-03-13,329409,10,43902,329393,Delinquent,0-30,good,low,3328,1.0000485741955658,Soft
874,56,33616,North,Savings,Mortgage,2022-07-10,400307,70,9117,240490,Charged-off,60-90,bad,High,1383,1.6645473824275439,Aggressive
875,59,94287,South,Loan,Auto Loan,2024-03-25,695036,10,4826,317684,Delinquent,0-30,good,low,759,2.1878218607169386,Soft
876,32,98725,East,Savings,Personal Loan,2019-08-12,783290,0,24937,345821,Current,Current,good,low,2446,2.265015716223133,Soft
877,57,37912,North,Current,Auto Loan,2020-05-19,697284,50,25795,179946,Delinquent,30-60,good,medium,2165,3.874962488746624,Soft
878,61,186676,South,Loan,Credit Card,2024-04-09,631519,0,24161,481901,Current,Current,good,low,744,1.31047455805238,Soft
879,27,144815,East,Loan,Personal Loan,2018-11-11,276419,120,23078,257170,Charged-off,90+,bad,High,2720,1.0748493214605126,Aggressive
880,51,139779,West,Savings,Credit Card,2017-03-18,224508,0,26121,424467,Current,Current,good,low,3323,0.5289174423453413,Soft
881,25,181506,West,Current,Auto Loan,2021-01-04,573480,70,1943,192419,Charged-off,60-90,bad,High,1935,2.9803709612876066,Aggressive
882,47,169390,East,Savings,Auto Loan,2021-01-17,71445,20,33305,367756,Delinquent,0-30,good,low,1922,0.19427283307410348,Soft
883,45,155859,West,Current,Personal Loan,2020-10-12,354621,10,33208,288133,Delinquent,0-30,good,low,2019,1.2307545473791617,Soft
884,37,66771,West,Loan,Personal Loan,2020-09-18,675337,0,2577,355902,Current,Current,good,low,2043,1.8975364004697923,Soft
885,48,43137,South,Current,Auto Loan,2018-03-09,90869,50,15810,88586,Delinquent,30-60,good,medium,2967,1.0257715666132345,Soft
886,47,155244,South,Savings,Mortgage,2021-11-07,369544,0,15711,266424,Current,Current,good,low,1628,1.3870522175179414,Soft
887,46,36953,South,Credit Card,Credit Card,2020-12-30,777374,0,6535,194739,Current,Current,good,low,1940,3.9918763062355254,Soft
888,49,110499,West,Credit Card,Auto Loan,2024-08-05,769079,0,49315,246660,Current,Current,good,low,626,3.117972107354253,Soft
889,47,71577,East,Current,Auto Loan,2018-12-08,217523,35,24708,479992,Delinquent,30-60,good,medium,2693,0.4531804696744946,Soft
890,37,139643,North,Current,Personal Loan,2020-09-18,67947,0,32280,102856,Current,Current,good,low,2043,0.660603173368593,Soft
891,58,84356,South,Savings,Auto Loan,2020-12-08,142897,0,24633,244172,Current,Current,good,low,1962,0.5852309028062186,Soft
892,36,61460,West,Current,Personal Loan,2023-11-14,343761,70,36173,321436,Charged-off,60-90,bad,High,891,1.0694539503975908,Aggressive
893,29,117498,South,Loan,Mortgage,2024-05-27,734809,50,30437,417036,Delinquent,30-60,good,medium,696,1.7619797811220135,Soft
894,52,139124,North,Loan,Mortgage,2024-06-27,739552,0,37892,467770,Current,Current,good,low,665,1.581016311435107,Soft
895,21,77734,West,Credit Card,Personal Loan,2021-11-04,80543,10,31389,96616,Delinquent,0-30,good,low,1631,0.8336403908255361,Soft
896,29,73535,North,Loan,Credit Card,2018-06-17,614005,20,26839,266641,Delinquent,0-30,good,low,2867,2.3027403887624183,Soft
897,27,70177,West,Credit Card,Personal Loan,2022-12-30,599554,20,39393,52150,Delinquent,0-30,good,low,1210,11.496720997123681,Soft
898,64,37088,North,Current,Auto Loan,2018-04-13,579307,70,13153,225081,Charged-off,60-90,bad,High,2932,2.573771220138528,Aggressive
899,57,147544,East,Current,Personal Loan,2023-06-23,367303,120,22713,411298,Charged-off,90+,bad,High,1035,0.8930337614090027,Aggressive
900,60,167280,North,Credit Card,Mortgage,2022-03-04,696860,95,23510,63002,Charged-off,90+,bad,High,1511,11.06091870099362,Aggressive
901,26,133500,West,Credit Card,Personal Loan,2020-08-27,699980,0,8000,111629,Current,Current,good,low,2065,6.270592767112489,Soft
902,57,163875,East,Credit Card,Credit Card,2022-10-04,666072,70,8798,36546,Charged-off,60-90,bad,High,1297,18.22557872270563,Aggressive
903,59,165856,South,Loan,Personal Loan,2021-05-31,473395,35,31004,391931,Delinquent,30-60,good,medium,1788,1.2078529128851763,Soft
904,24,138578,East,Loan,Personal Loan,2019-11-28,380438,0,14448,193550,Current,Current,good,low,2338,1.9655799535003875,Soft
905,57,199035,East,Loan,Mortgage,2024-02-25,706772,35,9144,217908,Delinquent,30-60,good,medium,788,3.243442186610863,Soft
906,30,150799,South,Savings,Mortgage,2022-12-11,233644,0,22612,33198,Current,Current,good,low,1229,7.03789384902705,Soft
907,30,130563,West,Savings,Auto Loan,2017-05-02,770684,0,10708,458756,Current,Current,good,low,3278,1.6799431506072946,Soft
908,55,197005,East,Loan,Auto Loan,2020-11-06,95536,50,37462,175368,Delinquent,30-60,good,medium,1994,0.5447744172254916,Soft
909,28,93031,North,Current,Credit Card,2023-04-03,746832,0,24291,442198,Current,Current,good,low,1116,1.688908588460373,Soft
910,43,161776,North,Credit Card,Personal Loan,2023-08-23,411748,35,18845,349746,Delinquent,30-60,good,medium,974,1.1772772240425908,Soft
911,27,32836,East,Credit Card,Mortgage,2022-03-20,622523,35,12260,81896,Delinquent,30-60,good,medium,1495,7.6013846830126015,Soft
912,22,174147,North,Savings,Personal Loan,2019-04-17,181441,120,28165,166146,Charged-off,90+,bad,High,2563,1.092057587904614,Aggressive
913,58,78137,East,Savings,Personal Loan,2021-04-08,259533,0,4102,134710,Current,Current,good,low,1841,1.9266053002746641,Soft
914,40,75874,East,Current,Credit Card,2019-08-28,63977,0,10709,85440,Current,Current,good,low,2430,0.7487944756554307,Soft
915,51,87450,North,Current,Mortgage,2023-07-22,730010,0,24977,456747,Current,Current,good,low,1006,1.598280886355028,Soft
916,50,103638,South,Credit Card,Personal Loan,2017-09-13,116515,20,14538,123622,Delinquent,0-30,good,low,3144,0.9425102328064584,Soft
917,45,129150,North,Current,Mortgage,2018-08-25,267590,70,44999,244443,Charged-off,60-90,bad,High,2798,1.0946928322758271,Aggressive
918,30,35068,East,Current,Personal Loan,2022-11-08,502989,50,18144,42991,Delinquent,30-60,good,medium,1262,11.69986741410993,Soft
919,37,35327,East,Credit Card,Personal Loan,2020-01-02,298200,0,9921,338082,Current,Current,good,low,2303,0.8820345360001419,Soft
920,29,162604,West,Loan,Credit Card,2021-06-01,208311,95,39995,336195,Charged-off,90+,bad,High,1787,0.6196136170972204,Aggressive
921,63,126219,West,Current,Personal Loan,2022-11-23,22167,120,4514,369681,Charged-off,90+,bad,High,1247,0.059962508216543454,Aggressive
922,52,175355,East,Loan,Credit Card,2024-09-20,663230,20,41090,428778,Delinquent,0-30,good,low,580,1.546791113350032,Soft
923,44,137097,South,Current,Personal Loan,2023-08-11,570344,10,36601,126398,Delinquent,0-30,good,low,986,4.512286586813082,Soft
924,36,113272,East,Current,Mortgage,2024-06-13,488041,10,4187,403780,Delinquent,0-30,good,low,679,1.2086804695626332,Soft
925,32,63069,West,Loan,Personal Loan,2023-03-18,192632,70,4087,201442,Charged-off,60-90,bad,High,1132,0.9562653269923849,Aggressive
926,55,160214,South,Savings,Mortgage,2022-03-27,766228,0,1002,198491,Current,Current,good,low,1488,3.8602657047422806,Soft
927,63,89424,West,Savings,Auto Loan,2024-12-30,578035,50,23177,174000,Delinquent,30-60,good,medium,479,3.3220402298850575,Soft
928,37,72743,West,Loan,Personal Loan,2024-11-16,47070,35,39959,86825,Delinquent,30-60,good,medium,523,0.5421249640080622,Soft
929,49,74324,North,Loan,Credit Card,2020-11-24,517493,120,6378,61713,Charged-off,90+,bad,High,1976,8.385477938197786,Aggressive
930,56,173653,North,Loan,Auto Loan,2023-10-22,199524,0,33557,334203,Current,Current,good,low,914,0.5970143894579043,Soft
931,55,167462,South,Savings,Credit Card,2024-07-27,450380,120,1589,342765,Charged-off,90+,bad,High,635,1.3139614604758363,Aggressive
932,24,172219,South,Credit Card,Personal Loan,2017-08-03,334487,50,4903,496444,Delinquent,30-60,good,medium,3185,0.6737658225298322,Soft
933,27,194452,North,Savings,Credit Card,2017-10-25,470990,10,28599,339997,Delinquent,0-30,good,low,3102,1.3852769289140787,Soft
934,39,152040,East,Loan,Credit Card,2022-06-20,58312,70,23511,241534,Charged-off,60-90,bad,High,1403,0.24142356769647338,Aggressive
935,48,129779,West,Credit Card,Mortgage,2023-04-16,641796,10,14404,255488,Delinquent,0-30,good,low,1103,2.5120397044088176,Soft
936,61,86543,East,Current,Mortgage,2021-01-14,764861,10,5636,399861,Delinquent,0-30,good,low,1925,1.9128172039783824,Soft
937,42,54891,South,Credit Card,Auto Loan,2017-05-31,15826,20,11572,305014,Delinquent,0-30,good,low,3249,0.051886142931144144,Soft
938,41,73092,West,Current,Personal Loan,2024-01-18,581832,20,42663,269946,Delinquent,0-30,good,low,826,2.1553644062145763,Soft
939,25,62739,South,Savings,Credit Card,2018-08-27,577439,95,16281,229459,Charged-off,90+,bad,High,2796,2.516523649105069,Aggressive
940,52,160603,West,Credit Card,Credit Card,2020-03-22,310833,0,13467,51236,Current,Current,good,low,2223,6.066691388867203,Soft
941,21,74631,East,Savings,Credit Card,2024-01-11,235183,0,10695,28801,Current,Current,good,low,833,8.165792854414777,Soft
942,40,194110,West,Loan,Mortgage,2022-05-02,318578,50,30984,435534,Delinquent,30-60,good,medium,1452,0.7314652817001658,Soft
943,48,52393,East,Loan,Personal Loan,2022-11-02,163121,120,17769,347830,Charged-off,90+,bad,High,1268,0.46896759911450997,Aggressive
944,64,113389,East,Credit Card,Credit Card,2021-09-02,77809,95,46522,57784,Charged-off,90+,bad,High,1694,1.3465492177765472,Aggressive
945,57,161085,West,Credit Card,Mortgage,2018-07-29,358640,70,42693,225039,Charged-off,60-90,bad,High,2825,1.5936793178071356,Aggressive
946,32,189342,West,Current,Mortgage,2018-01-28,490566,70,12402,228089,Charged-off,60-90,bad,High,3007,2.1507657098764077,Aggressive
947,38,109891,East,Loan,Mortgage,2021-08-13,237109,50,49118,260145,Delinquent,30-60,good,medium,1714,0.9114493839973861,Soft
948,25,170942,East,Loan,Credit Card,2023-06-16,210836,0,18264,483136,Current,Current,good,low,1042,0.43639058153397803,Soft
949,51,131448,East,Credit Card,Credit Card,2021-01-29,590202,50,18851,182584,Delinquent,30-60,good,medium,1910,3.232495727993691,Soft
950,22,160690,South,Credit Card,Personal Loan,2017-07-06,526589,20,23608,233609,Delinquent,0-30,good,low,3213,2.2541468864641345,Soft
951,29,140480,East,Savings,Personal Loan,2018-05-12,316844,10,9002,492347,Delinquent,0-30,good,low,2903,0.6435379925134103,Soft
952,22,164188,North,Credit Card,Auto Loan,2019-08-18,585145,0,35926,233546,Current,Current,good,low,2440,2.5054807190018242,Soft
953,38,159846,South,Current,Credit Card,2017-05-10,495672,70,37786,480988,Charged-off,60-90,bad,High,3270,1.030528828162033,Aggressive
954,55,149221,South,Current,Personal Loan,2021-03-29,666301,0,26122,140154,Current,Current,good,low,1851,4.754063387416699,Soft
955,64,64161,East,Loan,Auto Loan,2018-12-06,235955,120,2493,289854,Charged-off,90+,bad,High,2695,0.8140477619767194,Aggressive
956,45,27214,West,Current,Personal Loan,2023-07-13,62533,50,16376,152182,Delinquent,30-60,good,medium,1015,0.4109093059625974,Soft
957,36,108858,North,Loan,Credit Card,2024-03-18,612873,50,30716,207007,Delinquent,30-60,good,medium,766,2.9606390122073165,Soft
958,61,136105,South,Loan,Auto Loan,2017-09-30,555274,0,44011,368980,Current,Current,good,low,3127,1.5048891538836793,Soft
959,64,133202,South,Credit Card,Auto Loan,2021-04-16,244873,70,2142,107142,Charged-off,60-90,bad,High,1833,2.285499617330272,Aggressive
960,40,142747,West,Loan,Credit Card,2020-10-10,25047,70,25622,346408,Charged-off,60-90,bad,High,2021,0.07230491212674073,Aggressive
961,24,94031,South,Credit Card,Credit Card,2020-06-20,392783,10,37981,337685,Delinquent,0-30,good,low,2133,1.1631638953462546,Soft
962,52,107879,West,Savings,Mortgage,2018-10-11,255444,10,25417,430874,Delinquent,0-30,good,low,2751,0.5928508102136587,Soft
963,40,152857,South,Current,Mortgage,2021-01-03,238914,10,22543,396317,Delinquent,0-30,good,low,1936,0.6028356088686582,Soft
964,59,190770,East,Credit Card,Auto Loan,2018-07-04,768716,20,29691,447061,Delinquent,0-30,good,low,2850,1.7194879445981646,Soft
965,35,133300,East,Current,Personal Loan,2017-09-10,382861,35,25491,205852,Delinquent,30-60,good,medium,3147,1.8598847715834677,Soft
966,38,117380,North,Savings,Credit Card,2019-11-04,266199,50,3951,345830,Delinquent,30-60,good,medium,2362,0.7697394673683602,Soft
967,27,198935,West,Savings,Personal Loan,2023-01-30,746536,10,42704,442290,Delinquent,0-30,good,low,1179,1.6878880372606209,Soft
968,23,67430,East,Loan,Personal Loan,2023-12-21,387203,35,32386,472094,Delinquent,30-60,good,medium,854,0.8201819976530098,Soft
969,28,108351,West,Current,Credit Card,2021-03-19,49022,0,21145,194322,Current,Current,good,low,1861,0.25227200214077666,Soft
970,49,105765,South,Savings,Mortgage,2020-04-07,508366,0,34881,274660,Current,Current,good,low,2207,1.8508920119420373,Soft
971,28,120665,East,Loan,Mortgage,2018-10-13,340976,0,36850,339058,Current,Current,good,low,2749,1.0056568492706264,Soft
972,21,114958,West,Current,Auto Loan,2019-02-15,163027,0,42796,144429,Current,Current,good,low,2624,1.1287691530094373,Soft
973,63,169012,West,Credit Card,Personal Loan,2019-07-19,240969,10,40005,400417,Delinquent,0-30,good,low,2470,0.601795128578457,Soft
974,41,94586,East,Current,Credit Card,2020-09-07,424282,0,19113,269925,Current,Current,good,low,2054,1.5718514402148744,Soft
975,59,85445,West,Savings,Mortgage,2022-08-20,281470,0,5149,308660,Current,Current,good,low,1342,0.9119095444826022,Soft
976,22,113757,East,Loan,Personal Loan,2022-05-16,244981,50,39987,207695,Delinquent,30-60,good,medium,1438,1.1795228580370254,Soft
977,54,69286,West,Loan,Mortgage,2018-11-19,260534,0,5454,202092,Current,Current,good,low,2712,1.28918512360707,Soft
978,41,181918,North,Current,Credit Card,2021-02-04,680916,120,26024,99698,Charged-off,90+,bad,High,1904,6.829785953579811,Aggressive
979,53,167437,North,Loan,Credit Card,2023-10-07,103917,95,40419,257290,Charged-off,90+,bad,High,929,0.4038905515177426,Aggressive
980,59,117452,South,Credit Card,Mortgage,2023-06-29,311727,95,39388,369601,Charged-off,90+,bad,High,1029,0.8434149258254171,Aggressive
981,60,155456,West,Savings,Auto Loan,2025-03-06,464484,0,27304,333351,Current,Current,good,low,413,1.3933781509579992,Soft
982,27,88138,North,Current,Personal Loan,2018-12-08,365581,35,25702,474676,Delinquent,30-60,good,medium,2693,0.7701695472280039,Soft
983,35,34901,South,Loan,Mortgage,2023-02-17,78365,0,47084,407474,Current,Current,good,low,1161,0.19231901912760077,Soft
984,29,130398,West,Savings,Mortgage,2019-06-16,473693,120,48753,99112,Charged-off,90+,bad,High,2503,4.779370812817822,Aggressive
985,50,142008,North,Current,Auto Loan,2018-01-30,777737,0,3422,94306,Current,Current,good,low,3005,8.246951413483766,Soft
986,64,97835,South,Current,Personal Loan,2018-05-17,155614,50,47879,370464,Delinquent,30-60,good,medium,2898,0.4200516109527511,Soft
987,37,39210,South,Credit Card,Mortgage,2019-11-09,122829,20,12045,450258,Delinquent,0-30,good,low,2357,0.27279692976027076,Soft
988,58,169812,West,Current,Auto Loan,2019-05-30,102556,120,7683,268411,Charged-off,90+,bad,High,2520,0.3820856820324055,Aggressive
989,61,138811,North,Credit Card,Personal Loan,2019-09-22,512326,0,32564,89615,Current,Current,good,low,2405,5.716967025609552,Soft
990,59,68122,West,Current,Mortgage,2023-04-26,615712,20,12314,199571,Delinquent,0-30,good,low,1093,3.0851777061797554,Soft
991,41,86705,North,Credit Card,Auto Loan,2021-12-02,271631,20,36835,450611,Delinquent,0-30,good,low,1603,0.6028059678969222,Soft
992,23,98368,South,Credit Card,Auto Loan,2017-01-30,108372,95,34294,205759,Charged-off,90+,bad,High,3370,0.5266938505727574,Aggressive
993,57,43259,West,Credit Card,Credit Card,2024-12-18,699914,70,30910,162969,Charged-off,60-90,bad,High,491,4.294767716559591,Aggressive
994,37,173566,South,Current,Mortgage,2020-04-29,311304,10,13254,140366,Delinquent,0-30,good,low,2185,2.21780203183107,Soft
995,37,147243,West,Current,Mortgage,2019-07-30,784684,35,31845,61496,Delinquent,30-60,good,medium,2459,12.7599193443476,Soft
996,31,80480,East,Loan,Credit Card,2017-08-03,438590,35,39432,361261,Delinquent,30-60,good,medium,3185,1.2140529976941878,Soft
997,30,152004,South,Loan,Mortgage,2019-08-03,504125,35,4884,247965,Delinquent,30-60,good,medium,2455,2.0330490190147805,Soft
998,21,124641,South,Loan,Credit Card,2018-06-18,157416,0,46539,316948,Current,Current,good,low,2866,0.49666191299519163,Soft
999,30,36260,East,Loan,Mortgage,2020-11-28,556412,0,47133,161891,Current,Current,good,low,1972,3.4369544940731727,Soft
1000,45,150016,West,Loan,Mortgage,2019-07-26,757844,0,26309,250553,Current,Current,good,low,2463,3.02468539590426,Soft
