cust_id,age,income,region,account_type,loan_type,account_open_date,balance,days_past_due,monthly_payment,credit_limit,status,bucket,risk_flag,risk_level,vintage_days,utilization
939,25,62739,South,Savings,"Credit Card",2018-08-27,577439,95,16281,229459,Charged-off,90+,bad,High,2796,2.51652
940,52,160603,West,"Credit Card","Credit Card",2020-03-22,310833,0,13467,51236,Current,Current,good,low,2223,6.06669
941,21,74631,East,Savings,"Credit Card",2024-01-11,235183,0,10695,28801,Current,Current,good,low,833,8.16579
942,40,194110,West,Loan,Mortgage,2022-05-02,318578,50,30984,435534,Delinquent,30-60,good,medium,1452,0.731465
943,48,52393,East,Loan,"Personal Loan",2022-11-02,163121,120,17769,347830,Charged-off,90+,bad,High,1268,0.468968
944,64,113389,East,"Credit Card","Credit Card",2021-09-02,77809,95,46522,57784,Charged-off,90+,bad,High,1694,1.34655
945,57,161085,West,"Credit Card",Mortgage,2018-07-29,358640,70,42693,225039,Charged-off,60-90,bad,High,2825,1.59368
946,32,189342,West,Current,Mortgage,2018-01-28,490566,70,12402,228089,Charged-off,60-90,bad,High,3007,2.15077
947,38,109891,East,Loan,Mortgage,2021-08-13,237109,50,49118,260145,Delinquent,30-60,good,medium,1714,0.911449
948,25,170942,East,Loan,"Credit Card",2023-06-16,210836,0,18264,483136,Current,Current,good,low,1042,0.436391
949,51,131448,East,"Credit Card","Credit Card",2021-01-29,590202,50,18851,182584,Delinquent,30-60,good,medium,1910,3.2325
950,22,160690,South,"Credit Card","Personal Loan",2017-07-06,526589,20,23608,233609,Delinquent,0-30,good,low,3213,2.25415
951,29,140480,East,Savings,"Personal Loan",2018-05-12,316844,10,9002,492347,Delinquent,0-30,good,low,2903,0.643538
952,22,164188,North,"Credit Card","Auto Loan",2019-08-18,585145,0,35926,233546,Current,Current,good,low,2440,2.50548
953,38,159846,South,Current,"Credit Card",2017-05-10,495672,70,37786,480988,Charged-off,60-90,bad,High,3270,1.03053
954,55,149221,South,Current,"Personal Loan",2021-03-29,666301,0,26122,140154,Current,Current,good,low,1851,4.75406
955,64,64161,East,Loan,"Auto Loan",2018-12-06,235955,120,2493,289854,Charged-off,90+,bad,High,2695,0.814048
956,45,27214,West,Current,"Personal Loan",2023-07-13,62533,50,16376,152182,Delinquent,30-60,good,medium,1015,0.410909
957,36,108858,North,Loan,"Credit Card",2024-03-18,612873,50,30716,207007,Delinquent,30-60,good,medium,766,2.96064
958,61,136105,South,Loan,"Auto Loan",2017-09-30,555274,0,44011,368980,Current,Current,good,low,3127,1.50489
959,64,133202,South,"Credit Card","Auto Loan",2021-04-16,244873,70,2142,107142,Charged-off,60-90,bad,High,1833,2.2855
960,40,142747,West,Loan,"Credit Card",2020-10-10,25047,70,25622,346408,Charged-off,60-90,bad,High,2021,0.0723049
961,24,94031,South,"Credit Card","Credit Card",2020-06-20,392783,10,37981,337685,Delinquent,0-30,good,low,2133,1.16316
962,52,107879,West,Savings,Mortgage,2018-10-11,255444,10,25417,430874,Delinquent,0-30,good,low,2751,0.592851
963,40,152857,South,Current,Mortgage,2021-01-03,238914,10,22543,396317,Delinquent,0-30,good,low,1936,0.602836
964,59,190770,East,"Credit Card","Auto Loan",2018-07-04,768716,20,29691,447061,Delinquent,0-30,good,low,2850,1.71949
965,35,133300,East,Current,"Personal Loan",2017-09-10,382861,35,25491,205852,Delinquent,30-60,good,medium,3147,1.85988
966,38,117380,North,Savings,"Credit Card",2019-11-04,266199,50,3951,345830,Delinquent,30-60,good,medium,2362,0.769739
967,27,198935,West,Savings,"Personal Loan",2023-01-30,746536,10,42704,442290,Delinquent,0-30,good,low,1179,1.68789
968,23,67430,East,Loan,"Personal Loan",2023-12-21,387203,35,32386,472094,Delinquent,30-60,good,medium,854,0.820182
969,28,108351,West,Current,"Credit Card",2021-03-19,49022,0,21145,194322,Current,Current,good,low,1861,0.252272
970,49,105765,South,Savings,Mortgage,2020-04-07,508366,0,34881,274660,Current,Current,good,low,2207,1.85089
971,28,120665,East,Loan,Mortgage,2018-10-13,340976,0,36850,339058,Current,Current,good,low,2749,1.00566
972,21,114958,West,Current,"Auto Loan",2019-02-15,163027,0,42796,144429,Current,Current,good,low,2624,1.12877
973,63,169012,West,"Credit Card","Personal Loan",2019-07-19,240969,10,40005,400417,Delinquent,0-30,good,low,2470,0.601795
974,41,94586,East,Current,"Credit Card",2020-09-07,424282,0,19113,269925,Current,Current,good,low,2054,1.57185
975,59,85445,West,Savings,Mortgage,2022-08-20,281470,0,5149,308660,Current,Current,good,low,1342,0.91191
976,22,113757,East,Loan,"Personal Loan",2022-05-16,244981,50,39987,207695,Delinquent,30-60,good,medium,1438,1.17952
977,54,69286,West,Loan,Mortgage,2018-11-19,260534,0,5454,202092,Current,Current,good,low,2712,1.28919
978,41,181918,North,Current,"Credit Card",2021-02-04,680916,120,26024,99698,Charged-off,90+,bad,High,1904,6.82979
979,53,167437,North,Loan,"Credit Card",2023-10-07,103917,95,40419,257290,Charged-off,90+,bad,High,929,0.403891
980,59,117452,South,"Credit Card",Mortgage,2023-06-29,311727,95,39388,369601,Charged-off,90+,bad,High,1029,0.843415
981,60,155456,West,Savings,"Auto Loan",2025-03-06,464484,0,27304,333351,Current,Current,good,low,413,1.39338
982,27,88138,North,Current,"Personal Loan",2018-12-08,365581,35,25702,474676,Delinquent,30-60,good,medium,2693,0.77017
983,35,34901,South,Loan,Mortgage,2023-02-17,78365,0,47084,407474,Current,Current,good,low,1161,0.192319
984,29,130398,West,Savings,Mortgage,2019-06-16,473693,120,48753,99112,Charged-off,90+,bad,High,2503,4.77937
985,50,142008,North,Current,"Auto Loan",2018-01-30,777737,0,3422,94306,Current,Current,good,low,3005,8.24695
986,64,97835,South,Current,"Personal Loan",2018-05-17,155614,50,47879,370464,Delinquent,30-60,good,medium,2898,0.420052
987,37,39210,South,"Credit Card",Mortgage,2019-11-09,122829,20,12045,450258,Delinquent,0-30,good,low,2357,0.272797
988,58,169812,West,Current,"Auto Loan",2019-05-30,102556,120,7683,268411,Charged-off,90+,bad,High,2520,0.382086
989,61,138811,North,"Credit Card","Personal Loan",2019-09-22,512326,0,32564,89615,Current,Current,good,low,2405,5.71697
990,59,68122,West,Current,Mortgage,2023-04-26,615712,20,12314,199571,Delinquent,0-30,good,low,1093,3.08518
991,41,86705,North,"Credit Card","Auto Loan",2021-12-02,271631,20,36835,450611,Delinquent,0-30,good,low,1603,0.602806
992,23,98368,South,"Credit Card","Auto Loan",2017-01-30,108372,95,34294,205759,Charged-off,90+,bad,High,3370,0.526694
993,57,43259,West,"Credit Card","Credit Card",2024-12-18,699914,70,30910,162969,Charged-off,60-90,bad,High,491,4.29477
994,37,173566,South,Current,Mortgage,2020-04-29,311304,10,13254,140366,Delinquent,0-30,good,low,2185,2.2178
995,37,147243,West,Current,Mortgage,2019-07-30,784684,35,31845,61496,Delinquent,30-60,good,medium,2459,12.7599
996,31,80480,East,Loan,"Credit Card",2017-08-03,438590,35,39432,361261,Delinquent,30-60,good,medium,3185,1.21405
997,30,152004,South,Loan,Mortgage,2019-08-03,504125,35,4884,247965,Delinquent,30-60,good,medium,2455,2.03305
998,21,124641,South,Loan,"Credit Card",2018-06-18,157416,0,46539,316948,Current,Current,good,low,2866,0.496662
999,30,36260,East,Loan,Mortgage,2020-11-28,556412,0,47133,161891,Current,Current,good,low,1972,3.43695
1000,45,150016,West,Loan,Mortgage,2019-07-26,757844,0,26309,250553,Current,Current,good,low,2463,3.02469
